1,2,27,27,27,27,27,27,27,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,27,27,187,27,27,27,27,27,27,27,27,27,187,187,187,27,27,27,187,27,27,27,27,187,27,27,27,187,187,187,27,27,27,27,187,187,27,27,187,27,27,27,27,187,27,27,187,187,27,27,27,27,27,27,27,187,187,27,27,187,187,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,187,187,27,27,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,12,12,12,12,12,12,12,12,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,187,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12
1,0,27,27,27,27,27,27,27,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,27,27,187,27,27,27,27,27,27,27,27,27,187,187,187,27,27,27,187,27,27,27,27,187,27,27,27,187,187,187,27,27,27,27,187,187,27,27,187,27,27,27,27,187,27,27,187,187,27,27,27,27,27,27,27,187,187,27,27,187,187,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,187,187,27,27,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,17,17,187,17,17,17,17,17,17,17,17
1,1,27,27,27,27,27,27,27,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,27,27,187,27,27,27,27,27,27,27,27,27,187,187,187,27,27,27,187,27,27,27,27,187,27,27,27,187,187,187,27,27,27,27,187,187,27,27,187,27,27,27,27,187,27,27,187,187,27,27,27,27,27,27,27,187,187,27,27,187,187,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,187,187,27,27,187,187,27,27,187,187,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,187,187,187,187,27,27,27,27,27,27,27,27,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187
2,2,21,21,21,21,21,21,21,187,21,21,21,21,21,21,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,21,21,187,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,187,187,187,21,21,21,21,21,21,21,21,187,21,21,21,21,187,187,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,187,187,187,187,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,12,12,12,12,12,12,12,12,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,187,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12
2,0,21,21,21,21,21,21,21,187,21,21,21,21,21,21,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,21,21,187,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,187,187,187,21,21,21,21,21,21,21,21,187,21,21,21,21,187,187,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,187,187,187,187,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,17,17,187,17,17,17,17,17,17,17,17
2,1,21,21,21,21,21,21,21,187,21,21,21,21,21,21,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,21,21,187,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,21,21,21,21,187,21,21,21,21,21,21,21,21,21,21,21,187,187,21,21,187,187,187,187,21,21,21,21,21,21,21,21,187,21,21,21,21,187,187,21,187,187,21,21,21,21,21,21,21,21,21,21,187,187,187,187,187,187,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,187,187,187,187,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187
0,2,18,18,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,187,187,18,18,18,18,18,18,18,18,187,187,187,18,18,187,187,18,18,187,187,18,18,18,18,18,18,18,18,187,18,18,18,187,18,187,187,18,187,187,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,12,12,12,12,12,12,12,12,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,187,187,187,187,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,187,187,187,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,187,187,12,12,12,12,12,12,12,12,12,12
0,0,18,18,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,187,187,18,18,18,18,18,18,18,18,187,187,187,18,18,187,187,18,18,187,187,18,18,18,18,18,18,18,18,187,18,18,18,187,18,187,187,18,187,187,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,187,187,17,17,187,187,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,187,17,17,187,17,17,17,17,17,17,17,17
0,1,18,18,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,18,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,18,18,18,187,187,18,18,18,18,18,18,18,18,187,187,187,18,18,187,187,18,18,187,187,18,18,18,18,18,18,18,18,187,18,18,18,187,18,187,187,18,187,187,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,187,18,18,18,187,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,187,187,187,187,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,187,187,22,22,22,22,22,187,187,22,22,22,22,22,22,22,22,22,22,22,22,187,187,22,22,187,187,187,22,22,22,22,22,22,22,22,22,22,22,22,22,22,187,187,187
1,2,29,28,29,27,24,27,24,25,30,185,185,26,30,27,27,27,28,26,25,30,27,29,27,30,25,30,27,29,186,29,27,190,30,24,24,29,26,26,25,26,29,185,189,184,26,24,24,184,30,26,26,25,184,26,25,26,186,186,185,25,26,29,27,190,190,29,30,189,24,30,26,29,190,29,28,186,187,25,26,25,24,26,30,24,187,185,26,24,186,190,188,188,30,30,186,188,24,28,25,30,25,27,27,26,24,186,189,28,28,187,189,26,30,188,190,26,27,29,27,27,26,25,26,26,25,26,186,186,187,190,187,185,187,187,27,24,26,29,26,24,28,28,30,25,29,26,29,187,190,187,189,186,185,24,27,26,28,29,24,29,29,29,26,30,27,27,27,26,186,190,188,187,26,30,24,28,30,28,28,30,26,29,27,30,25,30,28,25,186,185,189,188,25,24,25,25,24,25,27,24,12,12,12,10,9,15,9,14,185,189,188,190,12,13,12,11,11,12,14,11,12,15,11,9,10,15,10,10,186,185,185,186,189,190,187,184,15,9,9,10,14,15,13,15,11,12,10,11,187,187,189,187,188,184,190,186,15,13,15,9,10,13,13,13,14,13,14,15,187,187,14,10,14,13,189,188,9,14,14,10,12,11,14,14,12,12,13,13,185,190,14,10,9,11,184,185,14,12,14,15,13,11,10,12,11,13,14,11,188,186,11,14,14,10,189,184,15,9,13,11,10,10,9,13,13,11,11,10,186,187,15,10,13,11,189,184,190,9,10,10,9,15,12,14,15,9,11,10,184,189,10,15,14,11,10,11,9,9,10,10,14,11,15,9,9,11,12,15,189,187,9,14,12,13,11,15,12,9,12,12,10,11,11,9,13,12,10,10,186,190,10,10,11,14,14,10,12,14,14,9
